30.000000, 30.000000, 0.000000, 3.019202, 8.000000, 0.066667, 0.000000, 0.000000, 3.019202, 0.000000 
30.000000, 29.000000, 1.000000, 11.041402, 8.000000, 0.066667, 0.000000, 8.000000, 3.041402, 0.000000 
30.000000, 30.000000, 0.000000, 3.041402, 8.000000, 0.066667, 0.000000, 0.000000, 3.041402, -0.000000 
30.000000, 30.000000, 0.000000, 3.041402, 8.000000, 0.066667, 0.000000, 0.000000, 3.041402, 0.000000 
30.000000, 29.000000, 1.000000, 11.063601, 8.000000, 0.066667, 0.000000, 8.000000, 3.063601, 0.000000 
30.000000, 30.000000, 0.000000, 3.063601, 8.000000, 0.066667, 0.000000, 0.000000, 3.063601, -0.000000 
30.000000, 30.000000, 0.000000, 3.063601, 8.000000, 0.066667, 0.000000, 0.000000, 3.063601, 0.000000 
30.000000, 29.000000, 1.000000, 11.085802, 8.000000, 0.066667, 0.000000, 8.000000, 3.085802, 0.000000 
30.000000, 29.000000, 1.000000, 11.108002, 8.000000, 0.066667, 0.000000, 8.000000, 3.108002, 0.000000 
30.000000, 30.000000, 0.000000, 3.108002, 8.000000, 0.066667, 0.000000, 0.000000, 3.108002, -0.000000 
30.000000, 30.000000, 0.000000, 3.108002, 8.000000, 0.066667, 0.000000, 0.000000, 3.108002, 0.000000 
30.000000, 30.000000, 0.000000, 3.108002, 8.000000, 0.066667, 0.000000, 0.000000, 3.108002, 0.000000 
30.000000, 30.000000, 0.000000, 3.108002, 8.000000, 0.066667, 0.000000, 0.000000, 3.108002, 0.000000 
30.000000, 30.000000, 0.000000, 3.108002, 8.000000, 0.066667, 0.000000, 0.000000, 3.108002, 0.000000 
30.000000, 29.000000, 1.000000, 11.130201, 8.000000, 0.066667, 0.000000, 8.000000, 3.130202, 0.000000 
30.000000, 30.000000, 0.000000, 3.130202, 8.000000, 0.066667, 0.000000, 0.000000, 3.130202, -0.000000 
30.000000, 30.000000, 0.000000, 3.130202, 8.000000, 0.066667, 0.000000, 0.000000, 3.130202, 0.000000 
30.000000, 30.000000, 0.000000, 3.130202, 8.000000, 0.066667, 0.000000, 0.000000, 3.130202, 0.000000 
30.000000, 29.000000, 1.000000, 11.152402, 8.000000, 0.066667, 0.000000, 8.000000, 3.152402, 0.000000 
30.000000, 30.000000, 0.000000, 3.152402, 8.000000, 0.066667, 0.000000, 0.000000, 3.152402, -0.000000 
30.000000, 30.000000, 0.000000, 3.152402, 8.000000, 0.066667, 0.000000, 0.000000, 3.152402, 0.000000 
30.000000, 30.000000, 0.000000, 3.152402, 8.000000, 0.066667, 0.000000, 0.000000, 3.152402, 0.000000 
30.000000, 30.000000, 0.000000, 3.152402, 8.000000, 0.066667, 0.000000, 0.000000, 3.152402, 0.000000 
30.000000, 30.000000, 0.000000, 3.152402, 8.000000, 0.066667, 0.000000, 0.000000, 3.152402, 0.000000 
30.000000, 30.000000, 0.000000, 3.152402, 8.000000, 0.066667, 0.000000, 0.000000, 3.152402, 0.000000 
30.000000, 30.000000, 0.000000, 3.152402, 8.000000, 0.066667, 0.000000, 0.000000, 3.152402, 0.000000 
30.000000, 29.000000, 1.000000, 11.174602, 8.000000, 0.066667, 0.000000, 8.000000, 3.174602, 0.000000 
30.000000, 29.000000, 1.000000, 11.196802, 8.000000, 0.066667, 0.000000, 8.000000, 3.196802, 0.000000 
30.000000, 29.000000, 1.000000, 11.219002, 8.000000, 0.066667, 0.000000, 8.000000, 3.219002, 0.000000 
30.000000, 30.000000, 0.000000, 3.219002, 8.000000, 0.066667, 0.000000, 0.000000, 3.219002, -0.000000 
